ACK_ID,PROVIDER_EXCLUDE_IND
"20190327142104P030131694695001","2"
"20190328092335P040135177895001","1"
"20190328102817P040135303767001","1"
"20190328105813P040135385175001","2"
"20190328113941P040105948541001","2"
"20190328121157P030095632381001","1"
"20190328130554P030139530449001","1"
"20190328142836P030132976439001","2"
"20190328145022P040006340693001","2"
"20190328174528P030139954977001","1"
"20190328182321P040004751353001","2"
"20190329093745P030096958733001","2"
"20190329101739P040137325047001","1"
"20190329111743P030074388351001","1"
"20190329123657P030141105809001","2"
"20190329131233P040137554871001","1"
"20190329144242P030141343873001","2"
"20190329144916P030000132251001","2"
"20190329145525P040137785271001","1"
"20190329155531P040049449183002","1"
"20190329175143P040154664625001","1"
"20190401112852P030102072189001","2"
"20190401133327P040143614007001","1"
"20190401144316P030137512967001","2"
"20190401154202P030137653575001","2"
"20190401225836P030146090193001","2"
"20190402091303P030138396567001","2"
"20190402115207P030104418461001","2"
"20190402115607P030081932943001","1"
"20190402115711P030146837857001","1"
"20190402115755P030146839089001","1"
"20190402120214P040006695141001","1"
"20190402120313P030006679237001","1"
"20190402130507P030138827063001",
"20190402134740P040005046953001","2"
"20190402145346P030104669533001","2"
"20190402151012P040145326711001","2"
"20190402164514P040163264321001","2"
"20190402165459P030147380065001","1"
"20190402182358P030147585025001","2"
"20190403065721P030006767225001","2"
"20190403082225P030006775397001","2"
"20190403085238P030006778709001","2"
"20190403085327P030006778821001","2"
"20190403102039P040146674599001","2"
"20190403102937P030140169383001","2"
"20190403103258P040146689687001","2"
"20190403104100P040115276365001","2"
"20190403142012P030106403133001","1"
"20190403162912P040115892029001","2"
"20190403173954P030006809721001","1"
"20190404093344P040116500477001","1"
"20190404100830P040006853509001","2"
"20190404112658P030107498989001","2"
"20190404125450P030150752785001","1"
"20190404145010P040116957597001","1"
"20190404151642P030142441431001","1"
"20190404160407P030142483495001","1"
"20190405094438P030143913575001","1"
"20190405111549P040168349105001",
"20190405113443P030109274013001","1"
"20190405120919P040150123943001","2"
"20190405121117P030006987577001","2"
"20190405132651P030109359549001","2"
"20190405154810P030144523303001","2"
"20190405160615P030007003241001","1"
"20190406102914P030154622209001","1"
"20190408102855P040156531815001","2"
"20190408112708P030086417423001","2"
"20190408123320P030149502119001","1"
"20190408131832P040122204173001","1"
"20190408150153P030007228297001","1"
"20190408162040P030115504237001","1"
"20190408172720P040122327917001","2"
"20190409122454P040123278317001","2"
"20190409141621P030116120413001","2"
"20190409144449P040177599153001","2"
"20190409151619P040123410285001","2"
"20190409161736P040123421053001","2"
"20190409161755P040123421101001","1"
"20190409175047P040177942705001","1"
"20190410051126P030152984391001","2"
"20190410094406P040125218029001","1"
"20190410101043P030161186705001","2"
"20190410131759P030089840847001","2"
"20190410153843P040160772183001","1"
"20190410161546P040125781421001","2"
"20190410161748P030153969047001","2"
"20190410161749P040125784653001","2"
"20190410161852P030153971303001","2"
"20190410161952P040125788301001","1"
"20190411130011P040181128977001","1"
"20190411131714P030118792413001","2"
"20190411133446P040005639305001","2"
"20190411133707P040007468917001","2"
"20190411134437P040126816093001","1"
"20190411134608P030155594375001","1"
"20190411153449P040163397927001","2"
"20190411155527P030118900477001","2"
"20190411162445P040163499351001","1"
"20190411173821P040127005453001","1"
"20190411173821P040127005453003","1"
"20190411173857P040059774623001","1"
"20190411173857P040059774623002","1"
"20190412070304P030119219181001","2"
"20190412071743P030007511669001","2"
"20190412081822P030164784257001","2"
"20190412091422P030157230871001","1"
"20190412093344P040182936785001","2"
"20190412102100P040005731161001","2"
"20190412104306P030007521573001","2"
"20190412111551P040007563861001","1"
"20190412113209P040165723783001","1"
"20190412115446P040183156033001","2"
"20190412120438P030165149281001","1"
"20190412125510P030165229121001","2"
"20190412135257P030119462765001","1"
"20190412140403P030157670407001","2"
"20190412145755P030007547657001","1"
"20190412151949P030157796135001","1"
"20190412162349P040183865265001","1"
"20190412173950P030158187287001","1"
"20190412175027P030007577337001","1"
"20190412180508P040128177597001","2"
"20190412220746P040128504637001","1"
"20190414141528P030123413677001","2"
"20190415082212P030007822037001",
"20190415092408P040130831437001","1"
"20190415095332P040171986135001","1"
"20190415103827P030094643983001","1"
"20190415105144P040172048439001","1"
"20190415124835P040131095965001","1"
"20190415131900P040172325991001",
"20190415132731P030162787575001","1"
"20190415132854P030171264161001","1"
"20190415133012P030162793319001","1"
"20190415133128P030162796087001","1"
"20190415133225P030162798295001","1"
"20190415133341P030007847845001","1"
"20190415133517P030171272641001","1"
"20190415135733P030162873767001","1"
"20190415141304P040062832927001","1"
"20190415141327P040062833359001","1"
"20190415141752P040005963257001","1"
"20190415142506P030162915703001","1"
"20190415143357P040189710129001","2"
"20190415144213P030125525437001","2"
"20190415155841P030163110983001","2"
"20190415160523P030007807465001","2"
"20190415164221P030094987567001","1"
"20190415164613P030094991391001","2"
"20190415164755P030094993295001","2"
"20190415165038P030094996063001","2"
"20190415165208P030094997567001","1"
"20190415211628P040173352279001","1"
"20190416072250P030172927777001","2"
"20190416093354P040131751869001",
"20190416094809P040191492529001","2"
"20190416100733P030095108239001","1"
"20190416103249P040006042489001","2"
"20190416114022P030095171375001","1"
"20190416130312P040132019277001","2"
"20190416131603P040132049021001","2"
"20190416150835P040132221757001","1"
"20190416151201P030165523927001","2"
"20190416155747P030126967213001","2"
"20190416174517P030127066141001","2"
"20190417070034P040132665933001","2"
"20190417084505P040132679645001","2"
"20190417111207P030167275655001","1"
"20190417120850P040132741773001","2"
"20190417124746P030128204573001","2"
"20190417131858P040178248407001","2"
"20190417144246P040178484055001",
"20190417150321P040193874961001","1"
"20190417150929P030008063717001","1"
"20190417150931P030008063733001","2"
"20190417151134P030167947207001","1"
"20190417151236P030008031433001","1"
"20190417151352P040178548167001","1"
"20190417155659P030008064549001","1"
"20190417160641P040007989109001","2"
"20190418101714P030177262209001","2"
"20190418101837P040179954087001","2"
"20190418102032P030177271073001","2"
"20190418102141P030177273905001","2"
"20190418102244P030177276945001","2"
"20190418102339P030177279249001","2"
"20190418110423P040180021495001","2"
"20190418111743P040065153071001","2"
"20190418113714P040065155951001","2"
"20190418120300P040180121287001","2"
"20190418142328P030129667213001","2"
"20190418161513P040065287775001","1"
"20190418161641P040134017853001","2"
"20190418182254P030096141519001","1"
"20190418182254P030096141519002","1"
"20190419073400P040135595357001","1"
"20190419095551P030131114925001","2"
"20190419140647P030179786913001",
"20190419144259P030171781303001","2"
"20190419154843P030171804599001","1"
"20190420065049P040182574775001","2"
"20190422092217P030177592599001","1"
"20190422093825P030008445369001","1"
"20190422131202P030134605501001","1"
"20190422131202P030134605501002","1"
"20190422142645P030185896673001","2"
"20190422152809P040142259773001","2"
"20190422161042P040142288973001","2"
"20190422174510P030178520503001","1"
"20190423071317P040187165239001","1"
"20190423080227P030135742829001","2"
"20190423084612P040142851565001",
"20190423102632P040187385879001","1"
"20190423132457P030008654421001","2"
"20190423154434P040207135441001","2"
"20190424015305P040144103181001","1"
"20190424100756P030182284247001","2"
"20190424121904P040189653911001","2"
"20190424122702P040209148241001","2"
"20190424124114P040006499401003","1"
"20190424142212P040209431073001","1"
"20190425001605P040209997297001","2"
"20190425062545P030137716221001","2"
"20190425092242P040210663825001","1"
"20190425121659P040146411245001",
"20190425135550P030102556735001","2"
"20190425161807P040211492721001","2"
"20190425221453P030008807833001","2"
"20190426072808P030186367175001","2"
"20190426091144P040006630281001","2"
"20190426103723P040006634633001","1"
"20190426111828P040194288983001","2"
"20190426115734P030139685341001","2"
"20190426123443P030186732071001","2"
"20190426124909P030193603361001","2"
"20190426130959P030186760007001","1"
"20190426132802P040194385399001",
"20190426133339P030009005029001","1"
"20190426141002P040214352817001","1"
"20190426154236P040147492797001","2"
"20190426161336P040194658775001","1"
"20190426164235P040214557745001","2"
"20190429061534P040152018045001","1"
"20190429070749P030143329341001","1"
"20190429082003P040198885351001","2"
"20190429084510P030198538513001","2"
"20190429085020P040152195117001","1"
"20190429093853P040198987671001","1"
"20190429102511P030143389517001","2"
"20190429113959P030143430653001","2"
"20190429130850P040009074405001","2"
"20190429141750P030192131799001","2"
"20190429155114P030192277383001",
"20190429161043P040199634439001","2"
"20190429162835P040009087333001","2"
"20190429163739P030192376151001","1"
"20190430084135P030144497229001","2"
"20190430085357P040201051687001","2"
"20190430093525P030009113769001","1"
"20190430104321P040201298119001","1"
"20190430105813P030193527127001","2"
"20190430111536P030193557191001","2"
"20190430114634P030193605991001","1"
"20190430132230P030109392159001","2"
"20190430134422P030109419343001","1"
"20190430142258P030144718749001","1"
"20190430143946P030201054273001","1"
"20190430144140P030193931927002","2"
"20190430144517P030193939191001","2"
"20190430145202P040006888313001","2"
"20190430145257P040201852327001","2"
"20190430145427P040222146289001","2"
"20190430172350P030201228897001","2"
"20190430174152P030201244097001","1"
"20190501070829P040155286301001","2"
"20190501081740P030145407917001","1"
"20190501081901P040223883665001","1"
"20190501084914P030145445709001","2"
"20190501090309P030195603159001","2"
"20190501101433P030195727895001","1"
"20190501113116P040203894951001","2"
"20190501114953P040203952055001","1"
"20190501120709P040204003639001","2"
"20190501121409P040006954377001","2"
"20190501125525P040224250721001","2"
"20190501133503P030145893805001",
"20190501133824P040155718397001","2"
"20190501150154P030146008637001","2"
"20190501174303P040009247653001","2"
"20190501174303P040009247653002","2"
"20190502065409P030204619601001","2"
"20190502084522P030197860423001","1"
"20190502130106P030205210625002","2"
"20190502134431P030198274647001","1"
"20190502143544P040206134295001","2"
"20190502161007P030198472599001","2"
"20190502161544P030205523505001","2"
"20190502165958P040157774093001","2"
"20190503091126P030009653077001","2"
"20190503101510P040207646647001","1"
"20190503102913P040207670535001","2"
"20190503130407P030199943031001","2"
"20190503132701P040207825415001","1"
"20190503134508P040207851127001","2"
"20190503135634P040228274673001","2"
"20190503143325P030200065815001","2"
"20190503145419P030207634721001","2"
"20190503145508P030009695365001","2"
"20190505211956P030205616423001","2"
"20190506071849P040007255017001","2"
"20190506094538P030206499927001","2"
"20190506101236P040009573125001","1"
"20190506101758P030206556167001","1"
"20190506101825P040234764801001","2"
"20190506101947P040234768401001","2"
"20190506173256P030009950661001","2"
"20190506182439P040077219423001","2"
"20190507072555P040077238223001","1"
"20190507091802P030209169143001","2"
"20190507091909P040162774861001","2"
"20190507092013P030209174967001","2"
"20190507092116P040162778237001","2"
"20190507092229P030209179559001","2"
"20190507092335P030010022325001","2"
"20190507092435P040237421953001","2"
"20190507092538P040237423073001","2"
"20190507092637P040009686741001","2"
"20190507092830P030009927209001","2"
"20190507093007P040009686997001","2"
"20190507093326P040216660679001","2"
"20190507093511P040216663479001","2"
"20190507093612P040216665255001","2"
"20190507093731P030151349853001","2"
"20190507101412P030151391197001","2"
"20190507101451P030151391469001","2"
"20190507111508P040216830887001","2"
"20190507114840P040216901271001","2"
"20190507115319P040216911255001",
"20190507125555P030209662231001","2"
"20190507145151P030209938023001","1"
"20190507175700P040009732373001","1"
"20190508103831P040163958653001","2"
"20190508104216P040240723633001","2"
"20190508110536P030010033401001","2"
"20190508115509P030152595837001","2"
"20190508122236P040009846581001","2"
"20190508130309P040009848661001","2"
"20190508130319P030211950615001","2"
"20190508132639P040218604983001",
"20190508140626P030218548129001",
"20190508141905P040164321341001","2"
"20190508150315P030010204197001","2"
"20190508151333P030010072649001","2"
"20190509083150P030010284757001","2"
"20190509103311P030220155457001","2"
"20190509104737P040220746199001","1"
"20190509104743P030010296261001","2"
"20190509104804P040007483401001","2"
"20190509105536P040007483945001","2"
"20190509110014P030117061743001",
"20190509113137P030117095359001","2"
"20190509113840P030213686423001","1"
"20190509121739P040165190109001","2"
"20190509122556P040220836599001","1"
"20190509130354P040220907639001","1"
"20190509141442P040221092007001","2"
"20190509145011P030213933063001","1"
"20190509151733P040221213591001","2"
"20190509154613P040221280759001","2"
"20190509182309P040243818961001","2"
"20190510065155P030155740829001","2"
"20190510071242P030215041335001","1"
"20190510074643P040222503671001","2"
"20190510084643P040010028293001","1"
"20190510090404P040244942977001","2"
"20190510101252P030118210991001","1"
"20190510101859P040079532799001","1"
"20190510102304P040079535599002","2"
"20190510102304P040079535599003","2"
"20190510103311P040166656957002","1"
"20190510103311P040166656957004","2"
"20190510104956P040010035173001","1"
"20190510131805P040166958701001","2"
"20190510132714P040222965367001","2"
"20190510135328P040167058925001","2"
"20190510140605P030221969441001","2"
"20190510143444P030222043505001","2"
"20190510143955P040245451281001","1"
"20190510144811P030222082609001","2"
"20190510144914P040245471297001","1"
"20190510145119P040223118519001","2"
"20190510150015P040079721087001","2"
"20190510150855P040245498529001","1"
"20190510151349P040223169463001","1"
"20190510152437P030222170369001","1"
"20190510160430P030156239245001","1"
"20190510162925P030222246865001","2"
"20190513003547P030219655063001","2"
"20190513074722P030220127175001","1"
"20190513082247P040228235607001","2"
"20190513091910P030162667789001","1"
"20190513094207P040250746161001","1"
"20190513111629P040007710057001","2"
"20190513111754P040228544679001","1"
"20190513120720P040228627223001","2"
"20190513123616P040083967311001","2"
"20190513141419P030220802647001","2"
"20190513142710P030163103565001","2"
"20190513143020P030010572345002","2"
"20190513143020P030010572345003","2"
"20190513143813P040251485473001","2"
"20190513152629P030220939079001","1"
"20190513154335P040007735401001","2"
"20190513162847P030221058791003","2"
"20190513165536P040229213175001","1"
"20190513170056P030221088903001","1"
"20190514074625P030164695165001","1"
"20190514075132P040253184337001","2"
"20190514075415P040253188977001","2"
"20190514080807P030222107255001","1"
"20190514080915P030228046225001","2"
"20190514081424P040007773433001","2"
"20190514082248P030228063073001","2"
"20190514084815P030010739221001","2"
"20190514090329P030228136449001","1"
"20190514090950P030222141367001","2"
"20190514091345P040253329825001","2"
"20190514100651P030165051101001","2"
"20190514102450P040230893847001","2"
"20190514102541P030120666943001","1"
"20190514103452P040230932135001","2"
"20190514110501P040170883197001","1"
"20190514120337P030120687519001","2"
"20190514131649P030120745887001","2"
"20190514133002P030222602807001","2"
"20190514133654P030010760421001","2"
"20190514134615P040231404855001","1"
"20190514135402P030120753039001","1"
"20190514143204P030222765719001","1"
"20190514150225P040007815497003","1"
"20190514151556P030228715825001","2"
"20190514151931P030120767423001","2"
"20190514152315P030120768863001","2"
"20190514155318P030165625197001","1"
"20190514161650P030222941863001","2"
"20190514161856P040010344549001","1"
"20190514165845P030228840849001","1"
"20190514165917P030228841505001","1"
"20190514170834P040231938343002","2"
"20190514183634P040000209003001","1"
"20190515075418P030224220839001","2"
"20190515075846P040171440493001","1"
"20190515083306P030230001761001","2"
"20190515091656P030224321159001","1"
"20190515092704P040010397269001","2"
"20190515100055P040233526551002","2"
"20190515100156P030230190801001","1"
"20190515100838P040010399733001","1"
"20190515100946P040255788993001","2"
"20190515101136P040233548311001","2"
"20190515104358P040233607271001","1"
"20190515112846P030166961293001","1"
"20190515115914P040007862249001","1"
"20190515122303P040233801975001","1"
"20190515130306P040233832695001","2"
"20190515130418P040007867305001","1"
"20190515130635P040233837303001","1"
"20190515131043P030224790839001","1"
"20190515134815P040084962975001","1"
"20190515143359P040084999919001","1"
"20190515145835P030225049527002","2"
"20190515145835P030225049527005","2"
"20190515150259P030230835489001",
"20190515152821P030230903585001","1"
"20190515154407P040007878329001","2"
"20190515154618P030167075165001","2"
"20190515160416P030231009921003","2"
"20190515162120P040234090935001","1"
"20190515162600P030167080365001","1"
"20190515162635P030167080509001","1"
"20190515164009P040172146861001","2"
"20190515165141P040172167165001","2"
"20190515173040P040007881641001","2"
"20190515173739P030121366911001","1"
"20190515173739P040234173143001","2"
"20190515173815P030121367087001","1"
"20190515191302P040172397453001","1"
"20190515210326P040172568941001","2"
"20190516070726P040257332833001","2"
"20190516080633P040257438225001","2"
"20190516082720P040007932041001","1"
"20190516085443P040257519793001","2"
"20190516105904P040257711473001","2"
"20190516110023P040257714833001","2"
"20190516111519P030121669359001","2"
"20190516121013P030168090013001","2"
"20190516123841P030168123821001","2"
"20190516131734P040235836999001","1"
"20190516140009P040007960761001","2"
"20190516142615P030168262541001","1"
"20190516144644P030121889663001","1"
"20190516145817P040085712079001","2"
"20190516170952P040174055053002","2"
